,Date,Place,Title,Band,Open,Start
2,2018-04-03,梅田Zeela,群像とレイトショー,"['soratobiwo', 'the whimsical glider', 'the shes gone', 'カネヨリマサル', 'FiSHBORN']",17:30:00,18:00:00
3,2018-04-05,梅田Zeela,梅田Zeela pre.UNDER GROUND FIGHT!!!!vol.1,"['KOKI', 'Laxity', 'シェルミィ', 'Novelbright', 'HUL OVER']",18:00:00,18:30:00
4,2018-04-06,梅田Zeela,Fest -Season.4-,['我儘ラキア'],19:00:00,19:30:00
5,2018-04-07,梅田Zeela,OTONOVA2018「関西B・中国A・四国 セミファイナル グループ②」,"['[A→Z] chouchou', 'Crunch Time', 'GOOFY', 'sheme', 'Self-Portrait', 'トミタナナミ', 'ばすころみか', 'ヒトリルーム', '宮崎カナエ', 'やましたりな']",16:00:00,16:30:00
6,2018-04-08,梅田Zeela,ひつじウォーズ2018,"['POLU', '神田莉緒香', '門脇更紗', 'SEKIRARA', '死んでるねんガールズ', '我儘ラキア', 'WEAR', 'SPARK SPEAKER', ""Payrin's"", 'chocol8 syndrome', 'Cö shu Nie', 'DIALUCK', '密会と耳鳴り', 'ЯeaL', 'カヨコ', '林青空', '竹内アンナ', '萌々奈', 'WORLD WAND WOOD', '杏子', 'クアイフ', 'sympathy', '番匠谷紗衣', 'みるきーうぇい', 'Cure。', 'コシモトユイカ', 'とみぃはなこ', 'misoka', 'カノエラナ', 'ましのみ', 'スピラ・スピカ', 'Split end', 'イトカムトビコ', 'airlie', '毛皮のさえこ', 'SAPPY', '徳永由希とTHEゆとり逆団', '秒針', 'POP ART TOWN', 'My Girl', '未遂ドロップス', 'metro polica', 'BabySitter', 'UNIDOTS', 'KITANO REM', '午前３時と退屈', 'バウンダリー', 'みのべありさ', '優利香']",12:00:00,12:30:00
7,2018-04-09,梅田Zeela,ミテニサク,"['フリツモジ', '寂しがり屋なピアニシモ', 'アスミライ', 'AKANOTANIN', '曽川 沙也伽']",18:00:00,18:30:00
8,2018-04-10,梅田Zeela,TSUBAZERIAI vol.3,"['暴想ソプラノバイエルン', 'Re:Answer', 'こーた(ex.Stella cat)', 'WODEN JONES', 'EPIC MONSTER']",18:00:00,18:30:00
9,2018-04-11,梅田Zeela,FREE AROUND,"['FINDCREW', 'ARoots', 'ABLAZED', 'OLTER CURRENT', 'CraZy MaFF']",18:00:00,18:30:00
10,2018-04-12,梅田Zeela,WASSHOI音楽祭～ピーチ出戻りしましたver～,"['竹下麻衣子(I-RabBits)', 'ISATO&Daiki(LOCAL CONNECT)', 'Nobu&Yussan(Pulse Factory)', 'あおみどり(SOUTHBLOW)', '惇と彩恵(アイビーカラー)', '岡田勇希&成瀬陽介(LASTGASP)', 'Chiaki']",18:00:00,18:30:00
11,2018-04-13,梅田Zeela,「想奏ノスタルジア ~Osaka~」,['田澤孝介【サポートメンバー】Pf.山本裕太'],00:00:00,00:00:00
12,2018-04-14,梅田Zeela,COUPLING TOUR 2018 9BALL GAMES -3rd-,"[""THE MICRO HEAD 4N'S × defspiral""]",17:30:00,18:00:00
13,2018-04-15,梅田Zeela,CROSS OVER JAPAN 復興支援LIVE in 大阪vol.13 GIZZY presents〜Rockin' cover sonic〜,"['◆高橋まこと(ex:BOØWY/Dr) with BOØWY-respect-BAND', 'GIZZY (ZIGGY)', 'BARL (BOØWY) ※from 明石', 'momo De dou (THE BLUE HEARTS)', 'Dr.Feelman (BOØWY) ※from 熊本', '※(出演順不同)']",15:30:00,16:30:00
14,2018-04-16,梅田Zeela,New Age Survivor,"['Qyoto', 'Colors to cooks', 'Roley one Romance', 'FAREWELL MY FAITH', 'PARTY of the DAY', 'THE PAC']",17:30:00,18:00:00
15,2018-04-17,梅田Zeela,HUL OVER pre BATTLE ROAR Vol.3～OSAKAキタミナミDAY2開催!!!!～キタ編,"['HUL OVER', 'Validelight', 'GRANDSTAND', '齊藤真生(UNIQUE PROJECT)', 'FOR NEW ARRIVALs', 'The 3 minutes', 'RAVEN OUT', 'LAW OF LIBERTY 【DJ】My Generation! Crew ($HOTA, Di-sK, KIR.aya)', 'LINA', 'NON']",16:00:00,16:30:00
16,2018-04-18,梅田Zeela,"Femtocell 1st Full album""Substrate"" Release Tour - Circulation-","['Femtocell', 'Screech in2 the Rain.', 'Annon', 'Cloud Empty', '+ 1 more secret act (O.A.)']",18:00:00,18:30:00
17,2018-04-19,梅田Zeela,"return to ""zero"" with YAMINABE","['そこに鳴る', '豚乙女', 'Marmalade butcher', 'ATLAS MEMORY (O.A)']",18:00:00,18:30:00
18,2018-04-20,梅田Zeela,ユアネス presents「理想とはかけ離れた日常」,"['ユアネス', 'LINE wanna be Anchors', 'CRAZY VODKA TONIC']",18:30:00,19:00:00
19,2018-04-21,梅田Zeela,第12回開催 アニミティーライブ～3周年VOL.2～　,"['TONE TUNE', 'ビーフストロガノフ', 'stella', 'NiSA', 'すいーと♡ぽてと', 'C&W']",14:00:00,14:30:00
20,2018-04-22,梅田Zeela,第12回開催 アニミティーライブ～3周年VOL.2～　,"['イケヴォと中国人と奈良と掛け持ちバンドおにいさんズ', '生焼けステーキ', '特撮バンド（仮）/ Wハンバーグ＆エビフライ＆チキンソテーのプレート、ご飯大盛りデザート付き(仮)\r\n', 'Do As Animity(仮)', 'アラサー独身バンドパーティ！', '2次色SAKURA', '超スーパーズ(多)', 'N.L.C']",14:00:00,14:30:00
21,2018-04-23,梅田Zeela,MEET ME SATURDAY 6th Single Release～Anything Possible TOUR2018～,"['MEET ME SATURDAY（レコ発）', 'New Side Chapter', 'Chased by Ghost of HYDEPARK', 'Unvision', ""Ray'n Haze"", '$”Casper.']",17:30:00,18:00:00
22,2018-04-24,梅田Zeela,ライブハウスは遊び場です。-powered by DAIGO IIMURO from FM802 RADIO∞INFINITY-,"['Slimcat', 'THE LITTLE BLACK', 'THE TOMBOYS', 'Layne', '[DJ&MC] 飯室大吾(FM802)']",18:30:00,19:00:00
23,2018-04-25,梅田Zeela,HORIZIC 2nd mini album「天才じゃなかった君へ」 release tour2018!!!!～どっちのHORIZICでショー創世記～,"['HORIZIC（レコ発）', 'ソウルフード', 'GreenWorld', 'ヴォイスクラッカー', 'raciku', 'あくとわん']",17:30:00,18:00:00
24,2018-04-26,梅田Zeela,sally×梅田Zeela presents クロスカウンター vol.1,"['sally', 'ネコレクション', 'ダブディフォー', 'Arclight', 'UnderGlowver']",18:00:00,18:30:00
25,2018-04-27,梅田Zeela,FLYING FRIDAY,"['forgood', 'i am you are', 'The Phantom Films', 'Crunch Time']",19:00:00,19:30:00
26,2018-04-28,梅田Zeela,ベースオントップ大阪梅田店presentsウメダコネクション Vol.42,"['喜多方サーカス団', '超☆野獣 VS BlackCherryBoys', 'The White Ducks', 'Shannon', ""U's D@ys"", 'VitaminG', 'TOGANOBOYS', '【サブステージ】鳥煮亭曲']",15:30:00,16:00:00
27,2018-04-29,梅田Zeela,Dr.Mi-Ke PRESENTS『無料ヤブ医学会』〜関西圏におけるヤブ医学の有効性〜,"['Dr.Mi-Ke', '[スペシャルゲスト]', 'LCA!!!', 'スマイルアンドグッド', '(O.A.)ワダキョウダイ']",17:00:00,17:40:00
28,2018-04-30,梅田Zeela,NANIWAdelic＠梅田Zeela ～第1回Laugh & Peace Music Fes!～,"['ラニ―ノーズ', 'ラフ次元', 'ヘンダーソン', '見取り図 ', '馬と魚', '大村ジーニアス', 'KissBeeWest', 'Runny Noize']",18:00:00,18:30:00
29,2018-04-30,梅田Zeela,NANIWAdelic＠梅田Zeela～ゴールデンウィークアイドルSP～,"['ミライスカート', 'KissBeeWEST', 'Yes Happy!', 'SO.ON project', 'NEO BREAK', 'MC：エルフ']",11:30:00,12:00:00
0,2018-05-03,梅田Zeela,梅田Zeela presents NOISY IS GOLDEN,"['theseDays', 'サイハテ(仮)', 'Arte Macchina', 'Pince-Nez', 'Zililili', ""tha Marmillow's"", 'smoking birds', 'mami']",16:00:00,16:30:00
1,2018-05-04,梅田Zeela,シェルミィコンセプト型ツーデイズ単独見世物公演「あの子の生きたい日。」,['シェルミィ'],18:30:00,19:00:00
2,2018-05-05,梅田Zeela,シェルミィコンセプト型ツーデイズ単独見世物公演「あの子の死にたい日。」,['シェルミィ'],00:00:00,00:00:00
3,2018-05-06,梅田Zeela,「LoveLive Dream! 」,"[""Q'z"", 'ShowearS!', 'Innocents', 'ʚCieLɞ', 'SALVATORE with 冷奴']",17:00:00,17:30:00
4,2018-05-07,梅田Zeela,ROOM 225 vol.3,"['Crunch Time', 'Silentone', 'dead endの向こう側', '＋secret band']",18:00:00,18:30:00
5,2018-05-08,梅田Zeela,UMEDA EXPLOSION,"['Paparazzi Panic', 'film girl', 'Yohaku', 'フラスコテーション', 'Dict.', '沈黙の幽霊 ', 'ニキ']",17:30:00,18:00:00
6,2018-05-09,梅田Zeela,太陽のくしゃみ×梅田Zeela presents「Sneezee」,"['[LIVE] 太陽のくしゃみ', '隼Q', 'UNIQON', 'gotta neal experiment', 'Rawnie // [DJ] DJ LIQUIDTIME MOVEMENT crew(Kimists-THE GAME SHOP-,Yusaku,NESA) // [FOOD] 悪魔の果実']",18:30:00,19:00:00
7,2018-05-10,梅田Zeela,夏を待ちきれなくて supported by 夏福,"['forgood', 'Colors to cooks', '忘憂', 'CHIKIMARCH']",18:30:00,19:00:00
8,2018-05-11,梅田Zeela,綾目和人live tour「それは、“０”と“１”の間に。 」-大阪-,"['綾目和人', 'ザ・モアイズユー', 'OCEAN', 'Charmant coco']",18:30:00,19:00:00
9,2018-05-12,梅田Zeela,「原点回帰～なんばHatchへの道～」,['the Raid.'],17:30:00,18:00:00
10,2018-05-13,梅田Zeela,ストロベリーソングオーケストラ単独公演【15の異學】第1部「怨劇　家庭の異學～新約変」第2部「怒涛のヒットパレー怒」,['ストロベリーソングオーケストラ'],16:00:00,17:00:00
11,2018-05-14,梅田Zeela,FREE AROUND vol.2,"['GLARE NOISE', 'EMPTY HEAD BRAVERS', 'Annon', 'EPIC MONSTER']",18:00:00,18:30:00
12,2018-05-15,梅田Zeela,罪と罰ツアー〜一生クズの罪編〜,['ReVision of Sence'],18:30:00,19:00:00
13,2018-05-16,梅田Zeela,第３回ハウルよりハウラン方が絶っっっっっ対ええ夜!!!!,"['HUL OVER', 'Re:Vive', 'InCyder house rule', '+ 1 more secret act (O.A.)']",18:00:00,18:30:00
14,2018-05-17,梅田Zeela,Pulse Factory「ANTI HERO」ReleaseTOUR『HEROISM』,"['Pulse Factory', 'ISAAC', 'GRANDSTAND', 'VOI SQUARE CAT', '脳内リフレイン', 'PANIC in the BOX']",17:30:00,18:00:00
15,2018-05-18,梅田Zeela,Ark Empty 2nd E.P[Innocent E.P]Release Tour Final Dicentra3rd Single&1st E.P Release Tour The Foobars Everlasting Tour 2018,"['Ark Empty', 'ABLAZED', 'Cold Retriever(高知)', 'Dicentra', 'The Foobars(東京)']",18:30:00,19:00:00
16,2018-05-19,梅田Zeela,YAKROCK OSAKA in 梅田Zeela,"['響子の囲いず', 'チョコフェライズグッド', 'Q&P KOWA GOLD', '和歌山県立医科大学薬学部', '初心者バンド', '境界性人格障害', 'UNADON SQUARE GARDEN', '激しいのはお好き？', 'ペリープハイプ', 'NICCHI IS CHICKEN', '森下どエロ', 'Union Jack Collection', '嘘月(April fools)']",12:00:00,12:20:00
17,2018-05-20,梅田Zeela,【GIFTY決起集会】,['GIFTY'],16:30:00,17:00:00
18,2018-05-21,梅田Zeela,梅田Zeela pre.UNDER GROUND FIGHT!!!!vol.2,"['THE MUSMUS', 'Last Day Dream', '82回目の終身刑', 'LIBERATE', 'New Side Chapter']",00:00:00,00:00:00
19,2018-05-22,梅田Zeela,UMEDA EXPLOSION,"['タラレバ', 'Lailah', '嗜みロック', 'CAT ATE HOTDOGS']",18:00:00,18:30:00
20,2018-05-23,梅田Zeela,Today Never Knows vol.5,"['Fake In Act(fr.岡山)', '言ノ葉', 'Alu.', 'Dr.empty', 'UANDistory']",18:00:00,18:30:00
21,2018-05-24,梅田Zeela,Helter Skelter vol.2,"['my way my love', 'FIFTH-NEWHEAVY', ""O's"", 'クスリノリスク', 'TAMI', 'Narrow Neck Apes', 'WistaFernOst']",17:30:00,18:00:00
22,2018-05-25,梅田Zeela,尼崎Deepa16周年＠梅田Zeela,"['【尼崎DeepaStage】', 'aivolic', 'unknown last words', 'UN LUCK WIN', 'ヴォイスクラッカー', 'everyouth', '五陸守', 'she`s no you', 'Sacred Grizzly Struggle', 'forgood', 'HORIZIC', 'Re:Answer', 'ワービー＆サービー', '\r\n【phoenix act】', 'カムロ', '爆弾発音', 'BliteSevens', '【阪尼駅前Stage】/ 大塩悠貴(タラレバ)', 'kareru', 'ザ・ツイてるズ', 'じょーしん', 'ズートル森脇', '大道竣', 'DISKO', 'Nao', 'ひらたゆうや', '\r\n【DJ`s】 DJ変態理科の先生', 'フクテン', 'SLY', '鉄拳（来れたら）']",13:30:00,14:00:00
23,2018-05-26,梅田Zeela,THE BEETHOVEN 5th Anniversary ONEMAN TOUR 2018｢Masquerade｣,['THE BEETHOVEN'],17:30:00,18:00:00
24,2018-05-27,梅田Zeela,天 Rock Festival Vol.11,"['the 高松', 'Superior', '紅蓮.The.Oras', 'tacaci', 'MARIA', 'DIVE out of BASE', 'GRAVE', ""秋-YOSHI'S"", 'F.com']",15:30:00,16:00:00
25,2018-05-28,梅田Zeela,～RIGEL「OVER...」Release Tour～,"['Laxity', 'RIGEL（レコ発）', 'ほのかりん', '齊藤真生(UNIQUE PROJECT)', 'FIRE ARROW', 'artistic public']",17:30:00,18:00:00
26,2018-05-29,梅田Zeela,HORIZIC 2nd mini album「天才じゃなかった君へ」 release tour2018!!!!～MEET ME SATURDAY 6th Single Release～Anything Possible TOUR2018～ダブルレコ発編!!!!,"['HORIZIC（レコ発）', 'MEET ME SATURDAY（レコ発）', 'The Marriage Sky Blues']",18:00:00,18:30:00
27,2018-05-30,梅田Zeela,変態理科の先生 presents「理科フェス vol.2」,"['カヨコ', '密会と耳鳴り', '未遂ドロップス', 'LeeNAMO', 'Li-Net', 'FiSHBORN', '[DJ] 変態理科の先生']",17:30:00,18:00:00
28,2018-05-31,梅田Zeela,"LSN TOUR 2018 ""MODO-NOSTRA""",['LSN'],18:00:00,18:30:00
0,2018-06-01,梅田Zeela,セレイナアン　ワンマンLIVE,['セレイナアン'],18:30:00,19:00:00
1,2018-06-02,梅田Zeela,大薬ジョイント,"['ぎゃんかわピエロ', 'ペッパー警部', '酒一氣死團', 'Boso with HelloWorks', 'エモープハイプ', 'Dr.村人', 'ぽえぽえじじい', 'Rimanere la mid', 'みるくわろた', ""Nothing's Carved In Oups"", '紫クソババア(MKB)', 'THE OUPS CLINIC']",13:15:00,13:30:00
2,2018-06-03,梅田Zeela,「音めきLIVE」＠梅田Zeela,"['群青のユリシーズ', '新田真優子', 'Fiore/Pressi', 'リリシック学園', 'MAJESTIC MATES', 'Sugar&Solt', '神戸flavor', 'PREDIANNA', 'husky', 'アモレカリーナ大阪', '悪魔少女ふぁうすと★～Faust～', '西田早希', 'Bear in Mind', 'No Surprises（PiGU)', '京都flavor']",10:30:00,11:00:00
3,2018-06-03,梅田Zeela,「音めきLIVE」＠梅田Zeela,"['群青のユリシーズ', '新田真優子', 'Fiore/Pressi', 'リリシック学園', 'MAJESTIC MATES', 'Sugar&Solt', '神戸flavor', 'PREDIANNA', 'husky', 'アモレカリーナ大阪', '悪魔少女ふぁうすと★～Faust～', '一ノ瀬あかり', '森下華奈子', 'Bear in Mind', 'NoSurprises（PiGU)', '京都flavor']",16:30:00,17:00:00
4,2018-06-04,梅田Zeela,SELL'EM ALL TOUR,['SHADOWS'],19:00:00,19:30:00
5,2018-06-05,梅田Zeela,梅田の中心で愛を叫ぶVol.2,"['Icchie', 'The Marriage Sky Blues', 'UnderGlowver', 'ユウダイ(Milo Pensas)']",19:00:00,19:30:00
6,2018-06-06,梅田Zeela,ALL YOU NEED IS BLACK,"['#000000has_it_all.', 'RAF CHRONICLE', 'OLTER CURRENT', 'EPIC MONSTER', '暴想ソプラノバイエルン(GUEST)']",18:00:00,18:30:00
7,2018-06-08,梅田Zeela,梅田Zeela presents DJ's PARTY「HAPPY FRIDAY!!」,"['[DJ] MOTTY(梅田Zeela)', '変態理科の先生(梅田Zeela)', '名ブッカー鬼ヅッカー(梅田Zeela)', 'k2i', 'しづみ', 'LINA', 'LtoZ', 'Miya-z(memento森)', 'ふしゃ(Smile☆PLANET) // [テキーラガール] みがき(サディスティック仮面ちゃん)  // [バーテンダー] ピーチ(Zeela)']",20:00:00,20:00:00
8,2018-06-09,梅田Zeela,LOCAL CONNECT ONEMAN TOUR 無完成〜なんぼのもんじゃい⼤阪編,['LOCAL CONNECT'],17:30:00,18:00:00
9,2018-06-10,梅田Zeela,ROCKS BE AMBITIOUS 2018,"['Pulse Factory', 'KOKI', 'iMagic.', 'LASTGASP', 'THE Hitch Lowke', 'S!N', 'SILHOUETTE FROM THE SKYLIT', 'ISAAC', 'I-RabBits', 'ソウルフード/ カヨコ', 'Runny Noize', '我儘ラキア', ""Fo'xTails"", 'Yamakatsu', 'HUL OVER(WELCOME ACT)']",11:30:00,12:30:00
10,2018-06-11,梅田Zeela,梅田Zeela presents「Zeela LIVE QUEST vol.1」,"['アイビーカラー', '秒針', 'MokeraMokera', 'the Howl', 'film girl', 'the tiny // [MC] 飯室大吾(FM802)']",18:00:00,18:30:00
11,2018-06-12,梅田Zeela,第４回ハウルよりハウラン方が絶っっっっっ対ええ夜!!!!,"['HUL OVER', 'ANIME GIRL', 'AINSEL', '隠世ノ匣', '+ 1 more secret act (O.A.)']",18:00:00,18:30:00
12,2018-06-13,梅田Zeela,セッションライブしよう♪,['session11組'],00:00:00,00:00:00
13,2018-06-14,梅田Zeela,ソライロブランケット3rd mini album『今のすべて』＆アテレモ 配信single「ソソ」 Release Tour 梅田編,"['ソライロブランケット(仙台)', 'アテレモ(東京)', 'ダブディフォー', 'milopensas']",18:30:00,19:00:00
14,2018-06-15,梅田Zeela,“fear’s room”,['gibkiy gibkiy gibkiy x HOLLOWGRAM'],18:30:00,19:00:00
15,2018-06-16,梅田Zeela,「DAIDA LAIDAツアー2018〜Live is Beautiful〜」,['DAIDA LAIDA'],17:00:00,17:30:00
16,2018-06-17,梅田Zeela,Pimm's presents Special Live 〜Human Xrossing〜 in大阪,"[""Pimm's"", 'アキシブproject']",16:30:00,17:00:00
17,2018-06-18,梅田Zeela,UMEDA EXPLOSION ナキシラベ『phenomenon e.p.』release event,"['ナキシラベ', 'イトデンワ', 'forgood', 'Rurclara', 'Dict.', 'the whimsical glider']",00:00:00,00:00:00
18,2018-06-19,梅田Zeela,"NanoCryde 3rd.single ""つぎの街へ""Release Tour","['MEET ME SATURDAY', 'NanoCryde', 'Nothing Before', 'kraher', '+ 1 more secret act (O.A.)', '※CODE OF ZERO はキャンセルとなりました。']",17:30:00,18:00:00
19,2018-06-20,梅田Zeela,TSUBAZERIAI vol.4,"['MEET ME SATURDAY', 'MAD 4 HERO', 'バウンダリー', '※出演予定のFreaky Styley、HANABOBI、Unfitcooder、RINNEはキャンセルとなりました。']",00:00:00,00:00:00
20,2018-06-21,梅田Zeela,sally×梅田Zeela presents クロスカウンター vol.2,"['sally', 'マッハ', 'ウエダケイタ', 'THE PAC', 'ラセン階段']",18:00:00,18:30:00
21,2018-06-22,梅田Zeela,サディスティック仮面ちゃんpresents【仮面ちゃんとバビってみる！？】vol.1〜東名阪4マンツアー〜,"['サディスティック仮面ちゃん', '$”Casper.', 'chocol8 syndrome', '82回目の終身刑']",17:20:00,17:35:00
22,2018-06-23,梅田Zeela,『てんやわんや』な Cover Night !!,['Pell-Mell Rush'],15:30:00,16:00:00
23,2018-06-24,梅田Zeela,"BASS ON TOP大阪梅田店Presents
ウメダコネクション　Vol.43","['ツキノスミカ', 'Arte Macchina', 'ROBO&PEACE', 'Re:vive', 'Southgram', 'Pince-Nez ', 'よほほ', 'TOGANO BOYS']",15:30:00,16:00:00
24,2018-06-25,梅田Zeela,Zeela 4.5th Anniversary Hue`s『”How are you?』リリースツアー 〜Zeelaのど真ん中編〜,"['Hue`s', 'i am you are', 'EMPTY HEAD BRAVERS', 'grunband', 'ナイトサファリ']",18:00:00,18:30:00
25,2018-06-26,梅田Zeela,Boys Innovation vol.11,"['Tigh-Z', 'VELLE.J', 'Dio Crave', '熱血!!Acti部', 'WITH DOM', '新世紀えぴっくすたぁネ申', 'KEN.', 'BUZZ-ER.', 'マッシュアップ', 'A.G.E', '[O.A]Ryowook(from VELLE.J)', '[MC]DJ黒髪のリリー']",16:00:00,17:00:00
26,2018-06-27,梅田Zeela,BREAK THE ZEELA,"['Re:Answer', 'Goodbye Mozart', 'LAW OF LIBERTY', 'Annon', 'Will Find Ours']",18:00:00,18:30:00
27,2018-06-28,梅田Zeela,忘憂×梅田Zeela共同企画 「忘憂アセンションVer.C -孤独の夜レコ発-」,"['忘憂', 'ofuton', '筋肉少女ステーション', 'shule And christmas', 'さすらいナンバープレート', 'ginen']",17:30:00,18:00:00
28,2018-06-29,梅田Zeela,anfiel ONEMAN TOUR 2018 「KiLLER GOURMET」,['アンフィル'],18:00:00,18:30:00
29,2018-06-30,梅田Zeela,同人的ダメ系ライブ　豪・蛙音,"['ヘテロプロダクション', '井戸掘削部', 'ぷりんせす☆れいやあ', 'アニバサダー', 'ほーりーちゃんまいえんぱいあ', '魔法の※らんど', 'RAYGUNS', '海賊版戦隊セイクリッドヘキサゴン']",14:30:00,15:00:00
0,2018-07-01,梅田Zeela,BASS ON TOP presents SOUND SHOCK 2018 プレイベント -大阪編-,"['甲南大学 文化会軽音楽部', '大手前大学 軽音楽部', '兵庫教育大学 軽音楽部', '相愛大学 軽音楽部', '摂南大学 フォークソングmusic研究部', '近畿大学 文化会軽音楽部音楽団', '大手前大学 アコースティックサウンド部', '阪南大学 Music Lovers', '関西大学 Banditz']",13:30:00,13:45:00
1,2018-07-02,梅田Zeela,群像とレイトショー vol.2,"['chouchou', 'MANA(ABSTRACTION)', 'アスミライ', 'フェイクブルー', '【GUEST】My Girl(※都合により急遽アコースティック編成での出演になりました。)']",18:00:00,18:30:00
2,2018-07-03,梅田Zeela,Helter Skelter vol.3,"['Arclight', 'LODYPOPS', ""pajama d'red"", 'The Mayllows', 'Kangaroo note']",18:00:00,18:30:00
3,2018-07-04,梅田Zeela,Today Never Knows vol.6,"['ヴォイスクラッカー', 'UANDistory', 'ジンバジ', '芝岡翔梧']",18:30:00,19:00:00
4,2018-07-05,梅田Zeela,水都音楽祭×梅田Zeela pre.「sweet music award」,"['CHIKIMARCH', 'First Penguin', '言ノ葉', 'Zililili']",18:30:00,19:00:00
5,2018-07-07,梅田Zeela,MICBAM始動主催,"['MICBAM', 'マーブルヘッド', 'Deviloof', 'モルヒネ', 'Houts', '※出演予定のCANIVALですが、大雨による交通事情により出演キャンセルとなりました。']",00:00:00,00:00:00
