,Date,Place,Title,Band,Open,Start
14,2018-10-16,梅田Zeela,BREAK THE ZEELA vol.4,"['Without Crying', 'Giftpliz', '嗜みロック', 'Nebula', '※ 出演予定のRe:Answerは、諸事情によりキャンセルとなりました。']",18:00:00,18:30:00
15,2018-10-17,梅田Zeela,緊急集会,['Pulse Factory'],19:00:00,19:30:00
16,2018-10-17,梅田Zeela,HAPPY WEDNESDAY!!,"['MOTTY(梅田Zeela)', '変態理科の先生(梅田Zeela)', '名ブッカー鬼ヅッカー(梅田Zeela)', 'ジャガー西宮(梅田Zeela)', 'Miya-z', 'NA2MI', 'ゆりぬ', 'こけし', 'みさきち']",20:30:00,20:30:00
17,2018-10-18,梅田Zeela,UMEDA EXPLOSION-振り返れば奴がいる-ナキシラベ「phenomenon e.p.」release tour,"['the whimsical glider', 'ナキシラベ(小田原)', 'イトデンワ(東京)', 'i am you are', '沈黙の幽霊', 'イズミアキヒロ', 'Rurclara', 'Dict.']",17:00:00,17:30:00
18,2018-10-19,梅田Zeela,SAISHIN GA SAIKYO TOUR 2018,"['PRAISE', ' NOTHING TO DECLARE', 'revenge my LOST', 'Ailiph Doepa', 'GOODBYE TO THE HERO']",18:00:00,18:30:00
19,2018-10-20,梅田Zeela,6 ball pockets presents 『６道輪廻』,"['6 ball pockets', 'THE SOUL JUNKIES', 'SMASH YOUTH', 'THE ORANGE PRESIDENT', '杏カンパジー', 'ClipNote', 'blow by bear just like SAMURAI sword', 'ONOSPUNGENLOVE']",16:30:00,17:00:00
20,2018-10-21,梅田Zeela,「鈴木康博 SOLO LIVE 2018 ～男70！！ 燃ゆる心あるかぎり～」,['鈴木康博'],16:30:00,17:00:00
21,2018-10-22,梅田Zeela,reading note presents「otonication」vol.12,"['reading note', 'Self-Portrait', 'ハシグチカナデリヤ', 'YOSHIHIRO(ex.ギルド)', 'PRIMAL CURVE']",18:00:00,18:30:00
22,2018-10-23,梅田Zeela,Boys Innovation vol.13,"['VELLE.J', 'G.U.M', 'ONE DAY（東京）/ DIO CRAVE', 'A.G.E', 'ARCUS', 'SKY OF JAPAN']",17:00:00,18:00:00
23,2018-10-24,梅田Zeela,[UNIQUE PROJECT Presents “EACH NOIZE”Release Event「EACH NOIZE」 ],"['UNIQUE PROJECT', 'THE SALA', 'HUL OVER', 'naco is...', 'TIMELINE', 'MOLE HiLL', 'Chased by Ghost of HYDEPARK', ' ※予定していましたkayto[カイト]の出演は、事情により中止となりました。']",16:30:00,17:00:00
24,2018-10-25,梅田Zeela,MAGIC HOUR,"['言ノ葉', 'First Penguin', 'イネムリだるま', ""tha Marmillow's"", 'キミのエソラゴト']",18:00:00,18:30:00
25,2018-10-26,梅田Zeela,HALL RENTAL,['------------'],00:00:00,00:00:00
26,2018-10-27,梅田Zeela,ボブたんジョイント,"['PReTZ', '1000feet', 'わかちこ参上', 'ちくわ同盟', 'あふたけんし', '君と羊とてらし', '爆裂マスオさん', '椎名林檎同好会', '藤原基央同好会', 'もぅﾏｼﾞ無理ﾘｽｶしょ。。。', '萌、月子、なる〜〜〜！！！！', 'ココアシガレット']",13:15:00,13:30:00
27,2018-10-28,梅田Zeela,BASS ON TOP大阪梅田店Presents ウメダコネクション Vol.45,"['gfb', '@flower', '穴吸', ""D'RoP-D"", 'aloё', 'JAM SPIRITS', 'shandy Wz ', 'TOGANO BOYS', '【SPECIAL GUEST】Yukio Murata Acoustic Set.(mywaymylove, U- re:x, THE MORTAL)']",15:30:00,16:00:00
28,2018-10-29,梅田Zeela,2018年度、Zeelaが選ぶ”イチ推し若手バンド”集会 Zeela POWER PUSH 2018,"['アメノイロ。', 'さすらいナンバープレート', '徳永由希とTHE ゆとり逆団', 'バウンダリー', 'the paddles', 'film girl', 'RAF CHRONICLE', '[司会] 飯室大吾(FM802)']",17:30:00,18:00:00
29,2018-10-31,梅田Zeela,梅田Zeela pre. Zeela 5th ANNIVERSARY直前企画「4.9周年！」,"['アシガルユース', 'The denkibran', 'ネコレクション', 'ロボトミートロボ', '佐久間丈幸Z(O.A)']",18:00:00,18:30:00
0,2018-11-01,梅田Zeela,どっちのHORIZICでショー　石川vs大阪〜ワンマン対決〜(育ち故郷大阪編)-梅田Zeela 5th ANNIVERSARY-,['HORIZIC'],19:00:00,19:30:00
1,2018-11-02,梅田Zeela,SQUARE -梅田Zeela 5th ANNIVERSARY-,"['神はサイコロを振らない', 'VOI SQUARE CAT', '脳内リフレイン', '暴想ソプラノバイエルン']",18:00:00,18:30:00
2,2018-11-03,梅田Zeela,DEAR KISS☓Meik LIVE TOUR2018 -2部-,"['DEAR KISS', 'Meik', '[GUEST ACT]我儘ラキア']",17:30:00,18:00:00
3,2018-11-03,梅田Zeela,DEAR KISS☓Meik LIVE TOUR2018 -1部-,"['DEAR KISS', 'Meik', '[GUEST ACT]我儘ラキア']",13:00:00,13:30:00
4,2018-11-04,梅田Zeela,GROOVYROOMS 2018 supported Heineken,"['YOKOYURE', 'bonobos', 'BAGDAD CAFE THE trench town', 'ズクナシ', 'チプルソ', 'Michael Kaneko', 'ワンダフルボーイズ', 'ものんくる', 'showmore', 'CHAN-MIKA', 'まきちゃんぐ', 'Ryu Matsuyama', 'Ajara', 'tio', 'Soulflex', 'K-106', 'NAGAN SERVER', 'L.L.K.P', 'Blue Vintage', 'Lainy J Groove', 'トレモノ/ ナチュラルキラーズ', 'Scarf & the SuspenderS', 'YARD VIBES BAND', 'ハロルド', '太陽のくしゃみ', '宇田川別館バンド', 'The Hey Song', 'Hiplin', 'Heartful★Funks', 'JYONGRI', 'Lenon', 'HI-KING TAKASE', 'ちなげ', 'Candy Makes (you) Strong', 'ソウルズ', 'EMPTY KRAFT', 'shule And christmas', 'Amy', 'SATTU crew']",00:00:00,00:00:00
5,2018-11-05,梅田Zeela,presented by TANAKA KOKI【raise action】count 1 with Pulse Factory-梅田Zeela 5th ANNIVERSARY-（勝手に）,"['KOKI', 'Pulse Factory']",18:30:00,19:00:00
6,2018-11-06,梅田Zeela,カヨコ presents... [cannibattle] vol.3 with Band カヨコ vs クアイフ -梅田Zeela 5th ANNIVERSARY-,"['カヨコ', 'クアイフ']",18:30:00,19:00:00
7,2018-11-07,梅田Zeela,梅田Zeela presents「Kick-Start!!」-梅田Zeela 5th ANNIVERSARY-,"['ポタリ', '宮脇早紀', 'chocol8 syndrome', 'BabySitter', 'nolala']",17:30:00,18:00:00
8,2018-11-08,梅田Zeela,Zeela5周年記念企画-UMEDA SATISFACTION-,"['D.W.ニコルズ', 'GOODWARP', 'シンガロンパレード', 'O.A POP ART TOWN']",17:30:00,18:00:00
9,2018-11-09,梅田Zeela,gibkiy gibkiy gibkiy one man tour 2018 “scar”-梅田Zeela 5th ANNIVERSARY-,['gibkiy gibkiy gibkiy'],19:00:00,19:30:00
10,2018-11-10,梅田Zeela,WONDER SKA TOURS 2018-梅田Zeela 5th ANNIVERSARY-,"['GELUGUGU', 'THE REDEMPTION', 'SKA PUNK ZOMBIES', 'SEVEN STEP', 'エイリアンズ', 'SCUMGAMES', 'DJ : なまこ(RUDY STEP)', 'MAY(RUDY STEP)']",17:00:00,17:30:00
11,2018-11-11,梅田Zeela,"avengers in sci-fi ""Pixels Tour"" -梅田Zeela 5th ANNIVERSARY-",['avengers in sci-fi'],17:30:00,18:00:00
12,2018-11-12,梅田Zeela,梅田Zeela presents「Zeela5周年記念祭」,"[""THURSDAY'S YOUTH"", 'LINE wanna be Anchors', 'Hakubi', 'tenoto']",18:00:00,18:30:00
13,2018-11-13,梅田Zeela,ライブハウスは遊び場です。-powered by DAIGO IIMURO from FM802-梅田Zeela 5th ANNIVERSARY,"['THE PINBALLS', '八十八ヶ所巡礼', '空きっ腹に酒', '[O.A]INNOSENT in FORMAL', '[DJ&MC] 飯室大吾(FM802)']",18:00:00,18:30:00
14,2018-11-14,梅田Zeela,reading note presents「otonication」vol.15  -梅田Zeela 5th ANNIVERSARY-,"['reading note', 'postman', 'オトループ', 'HIGH BONE MUSCLE', 'goodtimes']",18:30:00,19:00:00
15,2018-11-15,梅田Zeela,Umeda Zeela 5th Anniversary AddicteD,"['MOP of HEAD', 'CoBra industry', 'SMOOTHIES', '密会と耳鳴り', '(O.A)LOCANDA']",18:30:00,19:00:00
16,2018-11-16,梅田Zeela,Umeda Zeela 5th Anniversary,"['BACK-ON', 'THE GAME SHOP', 'DÉ DÉ MOUSE & Akinori Yamamoto from LITE (HARDCORE session)', 'O.A:HUL OVER']",18:00:00,18:30:00
17,2018-11-17,梅田Zeela,initial'L × iMagic. 2MAN TOUR『WAR with a PRIDE』,"[""initial'L"", 'iMagic.']",18:00:00,19:00:00
18,2018-11-18,梅田Zeela,nano.RIPE 20th anniversary ONE MAN TOUR 2018 「きせきのつるぎ」-梅田Zeela 5th ANNIVERSARY-,['nano.RIPE'],17:00:00,17:30:00
19,2018-11-19,梅田Zeela,梅田Zeela pre.UNDER GROUND FIGHT!!!!vol.4-梅田Zeela 5th ANNIVERSARY-,"['ROACH', 'revenge my LOST', 'HARVEST', 'SOUNDWITCH', 'PANORAMA', '(O.A.)Veinrot']",17:30:00,18:00:00
20,2018-11-20,梅田Zeela,"CHASED BY GHOST OF HYDEPARK pre.[HUNTING GROUND -Phase3-] 2nd.MiniAlbum ""HUNTING GROUND"" Release Event","['CHASED BY GHOST OF HYDEPARK', 'LIBERATE', 'New Side Chapter', 'oddfive', 'Mr.EggPlant']",17:30:00,18:00:00
21,2018-11-21,梅田Zeela,梅田Zeela pre. Icchie ONE MAN SHOW～年に一度のイイッツィィィィーーーー!!!!!!!!!!の日-梅田Zeela 5th ANNIVERSARY-,['Icchie'],18:30:00,19:00:00
22,2018-11-22,梅田Zeela,ジーラワゴチャイニナリマシタ～一旦、全員集合(^O^)～-梅田Zeela 5th ANNIVERSARY-,"['SONG ORDER（解散したバンド）', 'ダブディフォー', 'FAREWELL MY FAITH', 'EPIC MONSTER', '絶倫太郎', 'ゼウス', 'MASASHI', '柴田裕一朗', 'BxAxG', 'HUL OVER']",15:30:00,16:00:00
23,2018-11-23,梅田Zeela,IDOL SHOWER 2018 ～梅田Zeela 5th ANNIVERSARY SP～,"['いのうえまなみ', 'pomme rose', '少女探偵ななゆか(名古屋)', '織姫那奈', 'Lunaticu Alice', '早乙女麗那/海と空の中間地点', 'AiLi(東京)', '向日葵', '3stone', 'Merry Cute', 'Keeper Girls', 'TOYZ', 'トリアエズアイドル', 'M!YU.(宮崎)']",16:00:00,16:15:00
24,2018-11-23,梅田Zeela,IDOL SHOWER 2018 ～梅田Zeela 5th ANNIVERSARY SP～,"['いのうえまなみ', 'pomme rose', 'アモレカリーナ大阪', 'DONDOLI', '堀江学院', 'ベアマイ', 'TOYZ', 'AiLi(東京)', 'M!YU.(宮崎)', '織姫那奈', 'パンプキンプーキー', '早乙女麗那', 'Lunaticu Alice', 'トリアエズアイドル', '少女探偵ななゆか(名古屋)', '海と空の中間地点']",10:00:00,10:15:00
25,2018-11-24,梅田Zeela,winter tour「三角形の解き方」(梅田Zeela 5th ANNIVERSARY MONTH),['葵-168-'],17:00:00,17:30:00
26,2018-11-25,梅田Zeela,「バンド名だけでメタルバンドって勘違いされがちの僕は、バイトの面接に落ちた。全国ツアー2018-2019」,"['バンドハラスメント', 'Pulse Factory', 'QoN']",16:00:00,16:30:00
27,2018-11-26,梅田Zeela,#SELECTION999 -梅田Zeela 5th ANNIVERSARY-,"['UNMASK aLIVE', 'OLTER CURRENT', 'Re:vive', '#000000has_it_all.', 'UANDistory', 'BLUE ECHO']",18:00:00,18:30:00
28,2018-11-27,梅田Zeela,梅田Zeela pre.UNDER GROUND FIGHT!!!!vol.5-梅田Zeela 5th ANNIVERSARY-,"['THE MUSMUS', '彼女 IN THE DISPLAY', 'ANARCHY STONE', 'YOUR LAST DIARY', 'THE SALA', '82回目の終身刑', 'MEET ME SATURDAY']",17:00:00,17:30:00
29,2018-11-28,梅田Zeela,梅田Zeela presents「TRIAL3」-梅田Zeela 5th ANNIVERSARY-,"['嘘とカメレオン', 'Half time Old', 'バンドごっこ']",18:30:00,19:00:00
30,2018-11-29,梅田Zeela,Zeela5周年記念企画「HIKICHIGIRERU」,"['それでも尚、未来に媚びる (レコ発)', 'ソウルフード (レコ発)', 'THE→CHINA WIFE MOTORS', '首振りDolls', 'ANABANTFULLS(レコ発)', 'ガナリヤ、サイレントニクス']",17:30:00,18:00:00
31,2018-11-30,梅田Zeela,SUPER SLUGGER -梅田Zeela 5th ANNIVERSARY-,"['ISAAC', 'THE Hitch Lowke', 'THREEOUT', 'AILEVENT']",18:00:00,18:30:00
0,2018-12-01,梅田Zeela,東名阪 2MAN TOUR「FED×JLK」振替公演,"['Far East Dizain', 'JILUKA']",17:30:00,18:00:00
1,2018-12-02,梅田Zeela,「カフェインワンマンライブ〜 大阪編 〜」,['カフェイン【バンド】Gt.元:内山/Gt.SHOMA/Ba.ぴょん/Dr.ふく丸'],16:30:00,17:00:00
2,2018-12-03,梅田Zeela,RIGEL「OVER...」＆「Abelia」Release Tour FINAL OSAKA,"['RIGEL', 'CHASED BY GHOST OF HYDEPARK', 'FIRE ARROW', 'CAUSE A STORM', 'ソウルズ']",17:30:00,18:00:00
3,2018-12-05,梅田Zeela,ofutonの部屋～朝が来ないぜエビバディ～-梅田Zeela 5th ANNIVERSARY-,"['ofuton', '暁音', 'shule And christmas', 'トライコット']",18:30:00,19:00:00
4,2018-12-06,梅田Zeela,Any Doubt pre.1st mini album「A」release event,"['Any Doubt', 'YOUR LAST DIARY', 'The Foobars(東京)', 'LEAVE MY THRONE']",18:00:00,18:30:00
5,2018-12-07,梅田Zeela,TOUR 2018 THANK YOU FOR MYCLONE -梅田Zeela 5th ANNIVERSARY-,"[""THE MICRO HEAD 4N'S""]",18:00:00,18:30:00
6,2018-12-08,梅田Zeela,HALL RENTAL,['coming soon...'],00:00:00,00:00:00
7,2018-12-09,梅田Zeela,LIVE SHOWER 2018,"['やんねこF', 'Lapis Lazuli', 'ぶるっくりん', 'Mission2', 'ヒガシヨドガワバンド']",16:00:00,16:30:00
8,2018-12-09,梅田Zeela,Specious☆ZOW,['Specious☆ZOW'],19:15:00,20:00:00
9,2018-12-10,梅田Zeela,Zeela presents「SUPER★NOVA」-梅田Zeela 5th ANNIVERSARY-,"['脳内リフレイン', '暴想ソプラノバイエルン', '齊藤真生(UNIQUE PROJECT)', 'EPIC MONSTER', 'YEAH BOY COMPANY', 'and more...']",18:00:00,18:30:00
10,2018-12-11,梅田Zeela,SHIVA New Single「百舌鳥-MOZU-」リリース東名阪主催ツアー「百舌鳥ノ産声」-梅田Zeela 5th ANNIVERSARY-,"['SHIVA', 'MICBAM', 'MEIDARA', 'CieLGraVE']",16:30:00,17:00:00
11,2018-12-12,梅田Zeela,セッションライブしよう♪,"['ルーキーズ', 'GRAMOROUS GIRLS♡', '月の光', 'わーい！！', 'ぱんちくりんピーナッツ', '和ロッケストラ', 'ソルティライチ', 'マキシマムザ男性ホルモン', 'とりっぴーず', 'ラウレア（幸福）', 'ヤリ逃げ愛子']",00:00:00,00:00:00
12,2018-12-13,梅田Zeela,"Zeela5周年記念企画-UMEDA EXPLOSION- ナイトサファリ『2nd ep.""夕凪の果て、繋いで願う""Release Tour』 Arakezuri 1st mini album 『結果論』release tour""明日の日々を植える日々""TOUR","['ナイトサファリ', 'Arakezuri', '然れど', 'キャストライト', 'Sleep Slope', 'Lailah']",17:30:00,18:00:00
13,2018-12-14,梅田Zeela,Pulse Factory presents アルバムリリースイベント大阪編 -梅田Zeela 5th ANNIVERSARY-,"['Pulse Factory', 'Mr.FanTastiC', 'S!N', '(O.A)Chased by ghost of HYDEPARK']",18:00:00,18:30:00
14,2018-12-15,梅田Zeela,BASS ON TOP大阪梅田店Presents ウメダコネクション　Vol.46～大忘年会1日目～-梅田Zeela 5th ANNIVERSARY-,"['STM', '澪標', 'ROBO&PEACE', '掛川エミ', 'パプリカ', 'BUST OUT PARTY', 'Southgram', 'TOGANO BOYS']",15:30:00,16:00:00
15,2018-12-16,梅田Zeela,BASS ON TOP大阪梅田店Presents ウメダコネクション Vol.47～大忘年会2日目～-梅田Zeela 5th ANNIVERSARY-,"['Richard  Roe', 'よほほ', 'Re-Re-Re', 'EPIC MONSTER', 'Arte Macchina', 'ユーフラテス', 'Ka:y@', 'TOGANO BOYS', '【サブステージ】DJ ADDZ']",15:30:00,16:00:00
16,2018-12-17,梅田Zeela,梅田Zeela 5周年×変態理科の先生 彼女いない歴10周年記念企画「理科フェスvol.4～革命前夜～」,"['カネヨリマサル', 'chouchou', '徳永由希', 'AKANOTANIN', '忘憂', '水中スピカ', 'ジャガー西宮 [DJ] 変態理科の先生']",17:30:00,18:00:00
17,2018-12-18,梅田Zeela,NANIWAdelic＠梅田Zeela 「平成最後の忘年会！！」 -梅田Zeela 5th ANNIVERSARY-,"['河内REDS', '未遂ドロップス', 'Dr.FOOL', '佐久間丈幸Z', '.Room', '[MC] span!']",18:00:00,18:30:00
18,2018-12-19,梅田Zeela,Veinrot 無料ワンマンライブ,"['Veinrot', 'O.A有り']",17:30:00,18:00:00
19,2018-12-20,梅田Zeela,Zeela 5周年記念企画 激唱！紅白歌合戦！,"['カヨコ', 'ソウルフード', 'Bray me', 'LONE', 'みるきーうぇい', 'i am you are', '［O.A］CAT ATE HOTDOGS']",16:30:00,17:00:00
20,2018-12-21,梅田Zeela,FRIDAY THE 21TH（21日の金曜日）-梅田Zeela 5th ANNIVERSARY-,"['revenge my LOST', 'ストロベリーソングオーケストラ', 'odd five']",18:30:00,19:00:00
21,2018-12-22,梅田Zeela,京府医ジョイント,"['夜しか眠れない事は無い\t/ I’z', '[Alexaidros]', 'spicy hot dog', 'プリティたまき', 'GATWIMPS', '深紫', '\r\n Ayumie', 'きょろらいぷ(偽)', 'EROzaWaRAPPIN’', 'コンテンポラリーな留年', 'たけのこの森', 'ハルカトモユキ']",11:30:00,12:00:00
22,2018-12-23,梅田Zeela,チャッピー企画,"['奥野プロジェクト', '知らぬが仏', 'NiL', 'ジェッタシー', 'おやすみホログラム', 'NISHIKAWA CHAP-PY GENERATION', 'BELLA!', 'the HEINEKENS', 'ぷぅー', '品種', 'サッポロ生ビール黒ラベル', '9mm ~キミとボクのキョリ~']",12:40:00,13:00:00
23,2018-12-24,梅田Zeela,HALL RENTAL,['coming soon...'],00:00:00,00:00:00
24,2018-12-25,梅田Zeela,HUL OVER presents.ハウルの響く音!!平成Last X`mas編～会場限定2nd mini album「JINX」release party～,"['HUL OVER', 'MOLE HiLL', '脳内リフレイン']",18:00:00,18:30:00
25,2018-12-26,梅田Zeela,教育大学ジョイントライブ２０１８～後期～,"['大阪教育大学 軽音楽部', '京都教育大学 フォークソングクラブ', '兵庫教育大学 軽音楽部']",00:00:00,00:00:00
26,2018-12-27,梅田Zeela,ばんびっ子単独公演〜はじめてのこじか発表会〜,['ばんびっ子'],17:00:00,18:00:00
27,2018-12-28,梅田Zeela,「POWER PLAYER vol.4」@梅田Zeela,['coming soon….'],10:30:00,11:00:00
28,2018-12-28,梅田Zeela,Obento Idole 2ndワンマンLIVE『はじまりのバンケット』,['Obento Idole'],18:00:00,18:30:00
29,2018-12-29,梅田Zeela,HALL RENTAL,['coming soon...'],00:00:00,00:00:00
30,2018-12-30,梅田Zeela,tour the Yabadabadoo!,['THE BLACK COMET CLUB BAND'],17:30:00,18:00:00
0,2019-01-08,梅田Zeela,"オルカリズム vol.5 -""Where is my...???"" Tour 2018-2019 TOUR FINAL!!!-","['OLTER CURRENT', 'and more...']",00:00:00,00:00:00
1,2019-01-09,梅田Zeela,MAGIC HOUR,"['soratobiwo', 'OCEAN', 'RAF CHRONICLE', 'ippuku', 'and more!!']",00:00:00,00:00:00
2,2019-01-10,梅田Zeela,anfiel ONEMAN LIVE TOUR 2019［ LiFE GOES ON ],['アンフィル'],18:00:00,18:30:00
3,2019-01-11,梅田Zeela,anfiel ONEMAN LIVE TOUR 2019［ LiFE GOES ON ],['アンフィル'],18:00:00,18:30:00
4,2019-01-23,梅田Zeela,YEAH BOY COMPANY pre シャツ発企画「イェーボーイの泉Vol.2」,"['YEAH BOY COMPANY', 'and more...']",17:30:00,18:00:00
5,2019-01-25,梅田Zeela,SEX MACHINEGUNS 首振りDolls ツアー【 SEX Dolls 】,"['SEX MACHINEGUNS', '首振りDolls']",18:30:00,19:00:00
6,2019-01-26,梅田Zeela,"majiko presents 「new EP ”COLOR” Release Party ~Come on, LIVE or Regret~」",['majiko'],17:15:00,18:00:00
7,2019-01-27,梅田Zeela,"DracoVirgo 3rd LIVE TOUR ""Opportunity 2019""",['DracoVirgo'],17:00:00,17:30:00
0,2019-02-01,梅田Zeela,キミのエソラゴト presents.1st mini album『ソライロ』release live『ソライロ』,"['キミのエソラゴト', 'and more...']",17:30:00,18:00:00
1,2019-02-08,梅田Zeela,Half time Old「真夜中の失踪に聡明と音楽」リリースツアー,"['Half time Old', '神はサイコロを振らない', 'reGretGirl']",18:30:00,19:00:00
2,2019-02-09,梅田Zeela,"LSN TOUR ""MODO-NOSTRA"" 2019 DARK HEROISM",['LSN'],17:00:00,17:30:00
3,2019-02-21,梅田Zeela,田澤孝介 ワンマンライブ「Ballad Box Tour 2019」,"['田澤孝介', '【サポートメンバー】Pf.山本裕太']",18:30:00,19:00:00
4,2019-02-23,梅田Zeela,gremlins tour 2019 welcome to mischievous,['gremlins'],16:00:00,16:30:00
5,2019-02-24,梅田Zeela,ワダキョウダイ 主催 イベント vol.2,"['ワダキョウダイ', 'FAREWELL MY FAITH', 'MIRA', 'and more...']",00:00:00,00:00:00
0,2019-03-02,梅田Zeela,紅蝉主催「記号蒐集家の為の葬送夜奏#14」,"['紅蝉', 'for severe addicts only', '午前零時。/ Crucifixion', 'Magistina Saga', '虚飾集団廻天百眼', 'OA:即ち性。']",16:00:00,16:30:00
1,2019-03-08,梅田Zeela,イネムリだるま 1st mini album『うたた寝』release special live『-REM- あなたの眠気覚ましにきました』,"['イネムリだるま', 'and more!!']",18:00:00,18:30:00
2,2019-03-09,梅田Zeela,青野美沙稀＆The Jackpot One man Show,['青野美沙稀'],00:00:00,00:00:00
3,2019-03-23,梅田Zeela,MASAKI 4thソロアルバム「PIT-LOW2」レコ発ツアー,"['★出演', 'Ba：MASAKI（CANTA、地獄カルテット、DAIDA LAIDA）/ Dr：JOE（DAIDA LAIDA、DASEIN、ELLEGUNS）/ Gt：YUKI（Rayflower、DUSTAR-3）/ Kb：都啓一（Rayflower）/ ★ゲスト', 'Gt：you（Janne Da Arc）']",16:30:00,17:00:00
4,2019-03-23,梅田Zeela,MASAKI 4thソロアルバム「PIT-LOW2」レコ発ツアー,"['★出演', 'Ba：MASAKI（CANTA、地獄カルテット、DAIDA LAIDA）/ Dr：JOE（DAIDA LAIDA、DASEIN、ELLEGUNS）/ Gt：YUKI（Rayflower、DUSTAR-3）/ Kb：都啓一（Rayflower）/ ★ゲスト', 'Gt：you（Janne Da Arc）']",19:00:00,19:30:00
0,2019-05-24,梅田Zeela,CHASED BY GHOST OF HYDEPARK ONEMAN SHOW [HUNTING GROUND] Final Phase-Dominate-,['CHASED BY GHOST OF HYDEPARK'],18:00:00,19:00:00
0,2019-09-07,梅田Zeela,YURAサマ40th Anniversarry Solo Concert「Colorful Life♪」,['YURAサマ'],17:00:00,17:30:00
